Africa Eastern and Southern,AFE,Mobile cellular subscriptions,IT.CEL.SETS,Year,Subscribers
San Marino,SMR,Mobile cellular subscriptions,IT.CEL.SETS,46652,1300.0
Somalia,SOM,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Sub-Saharan Africa (excluding high income),SSA,Mobile cellular subscriptions,IT.CEL.SETS,46652,59142.0
Sub-Saharan Africa,SSF,Mobile cellular subscriptions,IT.CEL.SETS,46652,59142.0
Small states,SST,Mobile cellular subscriptions,IT.CEL.SETS,46652,100051.0
Sao Tome and Principe,STP,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Suriname,SUR,Mobile cellular subscriptions,IT.CEL.SETS,46652,1078.0
Slovak Republic,SVK,Mobile cellular subscriptions,IT.CEL.SETS,46652,3125.0
Slovenia,SVN,Mobile cellular subscriptions,IT.CEL.SETS,46652,6500.0
Sweden,SWE,Mobile cellular subscriptions,IT.CEL.SETS,46652,774500.0
Eswatini,SWZ,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Seychelles,SYC,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Syrian Arab Republic,SYR,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Turks and Caicos Islands,TCA,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Chad,TCD,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Mobile cellular subscriptions,IT.CEL.SETS,46652,1557420.0
Europe & Central Asia (IDA & IBRD countries),TEC,Mobile cellular subscriptions,IT.CEL.SETS,46652,123957.0
Togo,TGO,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Thailand,THA,Mobile cellular subscriptions,IT.CEL.SETS,46652,413557.0
Tajikistan,TJK,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Turkmenistan,TKM,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Mobile cellular subscriptions,IT.CEL.SETS,46652,1034851.0
Middle East & North Africa (IDA & IBRD countries),TMN,Mobile cellular subscriptions,IT.CEL.SETS,46652,27278.0
Tonga,TON,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
South Asia (IDA & IBRD),TSA,Mobile cellular subscriptions,IT.CEL.SETS,46652,31187.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Mobile cellular subscriptions,IT.CEL.SETS,46652,59142.0
Trinidad and Tobago,TTO,Mobile cellular subscriptions,IT.CEL.SETS,46652,1679.0
Tunisia,TUN,Mobile cellular subscriptions,IT.CEL.SETS,46652,2269.0
Turkiye,TUR,Mobile cellular subscriptions,IT.CEL.SETS,46652,84187.0
Tuvalu,TUV,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Tanzania,TZA,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Uganda,UGA,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Ukraine,UKR,Mobile cellular subscriptions,IT.CEL.SETS,46652,65.0
Upper middle income,UMC,Mobile cellular subscriptions,IT.CEL.SETS,46652,2342670.0
Uruguay,URY,Mobile cellular subscriptions,IT.CEL.SETS,46652,4969.0
United States,USA,Mobile cellular subscriptions,IT.CEL.SETS,46652,16009461.0
Uzbekistan,UZB,Mobile cellular subscriptions,IT.CEL.SETS,46652,500.0
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions,IT.CEL.SETS,46652,83.0
"Venezuela, RB",VEN,Mobile cellular subscriptions,IT.CEL.SETS,46652,182600.0
Viet Nam,VNM,Mobile cellular subscriptions,IT.CEL.SETS,46652,4060.0
Vanuatu,VUT,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
World,WLD,Mobile cellular subscriptions,IT.CEL.SETS,46652,34163482.0
Samoa,WSM,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
"Yemen, Rep.",YEM,Mobile cellular subscriptions,IT.CEL.SETS,46652,5170.0
South Africa,ZAF,Mobile cellular subscriptions,IT.CEL.SETS,46652,40000.0
Zambia,ZMB,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Zimbabwe,ZWE,Mobile cellular subscriptions,IT.CEL.SETS,46652,0.0
Afghanistan,AFG,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Africa Western and Central,AFW,Mobile cellular subscriptions,IT.CEL.SETS,350569,22039.0
Angola,AGO,Mobile cellular subscriptions,IT.CEL.SETS,350569,1824.0
Albania,ALB,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Andorra,AND,Mobile cellular subscriptions,IT.CEL.SETS,350569,784.0
Arab World,ARB,Mobile cellular subscriptions,IT.CEL.SETS,350569,263401.0
United Arab Emirates,ARE,Mobile cellular subscriptions,IT.CEL.SETS,350569,91488.0
Argentina,ARG,Mobile cellular subscriptions,IT.CEL.SETS,350569,241163.0
Armenia,ARM,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
American Samoa,ASM,Mobile cellular subscriptions,IT.CEL.SETS,350569,1200.0
Australia,AUS,Mobile cellular subscriptions,IT.CEL.SETS,350569,1220000.0
Austria,AUT,Mobile cellular subscriptions,IT.CEL.SETS,350569,278199.0
Azerbaijan,AZE,Mobile cellular subscriptions,IT.CEL.SETS,350569,500.0
Burundi,BDI,Mobile cellular subscriptions,IT.CEL.SETS,350569,378.0
Belgium,BEL,Mobile cellular subscriptions,IT.CEL.SETS,350569,128071.0
Benin,BEN,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Burkina Faso,BFA,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Bangladesh,BGD,Mobile cellular subscriptions,IT.CEL.SETS,350569,1104.0
Bulgaria,BGR,Mobile cellular subscriptions,IT.CEL.SETS,350569,6500.0
Bahrain,BHR,Mobile cellular subscriptions,IT.CEL.SETS,350569,17616.0
Bosnia and Herzegovina,BIH,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Belarus,BLR,Mobile cellular subscriptions,IT.CEL.SETS,350569,1724.0
Belize,BLZ,Mobile cellular subscriptions,IT.CEL.SETS,350569,832.0
Bermuda,BMU,Mobile cellular subscriptions,IT.CEL.SETS,350569,5127.0
Bolivia,BOL,Mobile cellular subscriptions,IT.CEL.SETS,350569,4056.0
Brazil,BRA,Mobile cellular subscriptions,IT.CEL.SETS,350569,574009.0
Barbados,BRB,Mobile cellular subscriptions,IT.CEL.SETS,350569,2967.0
Brunei Darussalam,BRN,Mobile cellular subscriptions,IT.CEL.SETS,350569,15623.0
Bhutan,BTN,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Botswana,BWA,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Central African Republic,CAF,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Canada,CAN,Mobile cellular subscriptions,IT.CEL.SETS,350569,1865779.0
Central Europe and the Baltics,CEB,Mobile cellular subscriptions,IT.CEL.SETS,350569,292238.0
Switzerland,CHE,Mobile cellular subscriptions,IT.CEL.SETS,350569,332165.0
Chile,CHL,Mobile cellular subscriptions,IT.CEL.SETS,350569,115691.0
China,CHN,Mobile cellular subscriptions,IT.CEL.SETS,350569,1568000.0
Cote d'Ivoire,CIV,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Cameroon,CMR,Mobile cellular subscriptions,IT.CEL.SETS,350569,1600.0
"Congo, Rep.",COG,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Colombia,COL,Mobile cellular subscriptions,IT.CEL.SETS,350569,86805.0
Comoros,COM,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Cabo Verde,CPV,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Costa Rica,CRI,Mobile cellular subscriptions,IT.CEL.SETS,350569,6985.0
Caribbean small states,CSS,Mobile cellular subscriptions,IT.CEL.SETS,350569,36161.0
Cuba,CUB,Mobile cellular subscriptions,IT.CEL.SETS,350569,1152.0
Cayman Islands,CYM,Mobile cellular subscriptions,IT.CEL.SETS,350569,1813.0
Cyprus,CYP,Mobile cellular subscriptions,IT.CEL.SETS,350569,22938.0
Czechia,CZE,Mobile cellular subscriptions,IT.CEL.SETS,350569,30429.0
Germany,DEU,Mobile cellular subscriptions,IT.CEL.SETS,350569,2490500.0
Djibouti,DJI,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Dominica,DMA,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Denmark,DNK,Mobile cellular subscriptions,IT.CEL.SETS,350569,503500.0
Dominican Republic,DOM,Mobile cellular subscriptions,IT.CEL.SETS,350569,20990.0
Algeria,DZA,Mobile cellular subscriptions,IT.CEL.SETS,350569,1348.0
East Asia & Pacific (excluding high income),EAP,Mobile cellular subscriptions,IT.CEL.SETS,350569,3153802.0
Early-demographic dividend,EAR,Mobile cellular subscriptions,IT.CEL.SETS,350569,2258156.0
East Asia & Pacific,EAS,Mobile cellular subscriptions,IT.CEL.SETS,350569,11252989.0
Europe & Central Asia (excluding high income),ECA,Mobile cellular subscriptions,IT.CEL.SETS,350569,217549.0
Europe & Central Asia,ECS,Mobile cellular subscriptions,IT.CEL.SETS,350569,15157048.0
Ecuador,ECU,Mobile cellular subscriptions,IT.CEL.SETS,350569,18920.0
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions,IT.CEL.SETS,350569,7371.0
Euro area,EMU,Mobile cellular subscriptions,IT.CEL.SETS,350569,7935034.0
Eritrea,ERI,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Spain,ESP,Mobile cellular subscriptions,IT.CEL.SETS,350569,411930.0
Estonia,EST,Mobile cellular subscriptions,IT.CEL.SETS,350569,13774.0
Ethiopia,ETH,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
European Union,EUU,Mobile cellular subscriptions,IT.CEL.SETS,350569,10062844.0
Fragile and conflict affected situations,FCS,Mobile cellular subscriptions,IT.CEL.SETS,350569,349313.0
Finland,FIN,Mobile cellular subscriptions,IT.CEL.SETS,350569,675565.0
Fiji,FJI,Mobile cellular subscriptions,IT.CEL.SETS,350569,1100.0
France,FRA,Mobile cellular subscriptions,IT.CEL.SETS,350569,883000.0
Faroe Islands,FRO,Mobile cellular subscriptions,IT.CEL.SETS,350569,1960.0
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Gabon,GAB,Mobile cellular subscriptions,IT.CEL.SETS,350569,2581.0
United Kingdom,GBR,Mobile cellular subscriptions,IT.CEL.SETS,350569,3940000.0
Georgia,GEO,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Ghana,GHA,Mobile cellular subscriptions,IT.CEL.SETS,350569,3336.0
Gibraltar,GIB,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Guinea,GIN,Mobile cellular subscriptions,IT.CEL.SETS,350569,812.0
"Gambia, The",GMB,Mobile cellular subscriptions,IT.CEL.SETS,350569,812.0
Guinea-Bissau,GNB,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Equatorial Guinea,GNQ,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Greece,GRC,Mobile cellular subscriptions,IT.CEL.SETS,350569,153000.0
Grenada,GRD,Mobile cellular subscriptions,IT.CEL.SETS,350569,350.0
Greenland,GRL,Mobile cellular subscriptions,IT.CEL.SETS,350569,964.0
Guatemala,GTM,Mobile cellular subscriptions,IT.CEL.SETS,350569,10462.0
Guam,GUM,Mobile cellular subscriptions,IT.CEL.SETS,350569,4098.0
Guyana,GUY,Mobile cellular subscriptions,IT.CEL.SETS,350569,1251.0
High income,HIC,Mobile cellular subscriptions,IT.CEL.SETS,350569,49719626.0
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions,IT.CEL.SETS,350569,484823.0
Honduras,HND,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Heavily indebted poor countries (HIPC),HPC,Mobile cellular subscriptions,IT.CEL.SETS,350569,15197.0
Croatia,HRV,Mobile cellular subscriptions,IT.CEL.SETS,350569,21664.0
Haiti,HTI,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Hungary,HUN,Mobile cellular subscriptions,IT.CEL.SETS,350569,143000.0
IBRD only,IBD,Mobile cellular subscriptions,IT.CEL.SETS,350569,5875691.0
IDA & IBRD total,IBT,Mobile cellular subscriptions,IT.CEL.SETS,350569,5981059.0
IDA total,IDA,Mobile cellular subscriptions,IT.CEL.SETS,350569,105368.0
IDA blend,IDB,Mobile cellular subscriptions,IT.CEL.SETS,350569,44078.0
Indonesia,IDN,Mobile cellular subscriptions,IT.CEL.SETS,350569,78024.0
IDA only,IDX,Mobile cellular subscriptions,IT.CEL.SETS,350569,61290.0
India,IND,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Ireland,IRL,Mobile cellular subscriptions,IT.CEL.SETS,350569,88000.0
"Iran, Islamic Rep.",IRN,Mobile cellular subscriptions,IT.CEL.SETS,350569,9200.0
Iraq,IRQ,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Iceland,ISL,Mobile cellular subscriptions,IT.CEL.SETS,350569,21845.0
Israel,ISR,Mobile cellular subscriptions,IT.CEL.SETS,350569,133425.0
Italy,ITA,Mobile cellular subscriptions,IT.CEL.SETS,350569,2240000.0
Jamaica,JAM,Mobile cellular subscriptions,IT.CEL.SETS,350569,26106.0
Jordan,JOR,Mobile cellular subscriptions,IT.CEL.SETS,350569,1446.0
Japan,JPN,Mobile cellular subscriptions,IT.CEL.SETS,350569,4331369.0
Kazakhstan,KAZ,Mobile cellular subscriptions,IT.CEL.SETS,350569,400.0
Kenya,KEN,Mobile cellular subscriptions,IT.CEL.SETS,350569,1990.0
Kyrgyz Republic,KGZ,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Cambodia,KHM,Mobile cellular subscriptions,IT.CEL.SETS,350569,10239.0
Kiribati,KIR,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
"Korea, Rep.",KOR,Mobile cellular subscriptions,IT.CEL.SETS,350569,960258.0
Kuwait,KWT,Mobile cellular subscriptions,IT.CEL.SETS,350569,85195.0
Latin America & Caribbean (excluding high income),LAC,Mobile cellular subscriptions,IT.CEL.SETS,350569,1630048.0
Lao PDR,LAO,Mobile cellular subscriptions,IT.CEL.SETS,350569,625.0
Lebanon,LBN,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Liberia,LBR,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Libya,LBY,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
St. Lucia,LCA,Mobile cellular subscriptions,IT.CEL.SETS,350569,524.0
Latin America & Caribbean,LCN,Mobile cellular subscriptions,IT.CEL.SETS,350569,2255194.0
Least developed countries: UN classification,LDC,Mobile cellular subscriptions,IT.CEL.SETS,350569,26818.0
Low income,LIC,Mobile cellular subscriptions,IT.CEL.SETS,350569,9681.0
Sri Lanka,LKA,Mobile cellular subscriptions,IT.CEL.SETS,350569,29182.0
Lower middle income,LMC,Mobile cellular subscriptions,IT.CEL.SETS,350569,323183.0
Low & middle income,LMY,Mobile cellular subscriptions,IT.CEL.SETS,350569,5473014.0
Lesotho,LSO,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Late-demographic dividend,LTE,Mobile cellular subscriptions,IT.CEL.SETS,350569,4383855.0
Lithuania,LTU,Mobile cellular subscriptions,IT.CEL.SETS,350569,4512.0
Luxembourg,LUX,Mobile cellular subscriptions,IT.CEL.SETS,350569,12895.0
Latvia,LVA,Mobile cellular subscriptions,IT.CEL.SETS,350569,8364.0
"Macao SAR, China",MAC,Mobile cellular subscriptions,IT.CEL.SETS,350569,21445.0
Morocco,MAR,Mobile cellular subscriptions,IT.CEL.SETS,350569,13794.0
Monaco,MCO,Mobile cellular subscriptions,IT.CEL.SETS,350569,2559.0
Moldova,MDA,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Madagascar,MDG,Mobile cellular subscriptions,IT.CEL.SETS,350569,300.0
Maldives,MDV,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Middle East & North Africa,MEA,Mobile cellular subscriptions,IT.CEL.SETS,350569,413526.0
Mexico,MEX,Mobile cellular subscriptions,IT.CEL.SETS,350569,569251.0
Marshall Islands,MHL,Mobile cellular subscriptions,IT.CEL.SETS,350569,280.0
Middle income,MIC,Mobile cellular subscriptions,IT.CEL.SETS,350569,5463333.0
North Macedonia,MKD,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Mali,MLI,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Malta,MLT,Mobile cellular subscriptions,IT.CEL.SETS,350569,7500.0
Myanmar,MMR,Mobile cellular subscriptions,IT.CEL.SETS,350569,1920.0
Middle East & North Africa (excluding high income),MNA,Mobile cellular subscriptions,IT.CEL.SETS,350569,44059.0
Mongolia,MNG,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Northern Mariana Islands,MNP,Mobile cellular subscriptions,IT.CEL.SETS,350569,765.0
Mozambique,MOZ,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Mauritania,MRT,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Mauritius,MUS,Mobile cellular subscriptions,IT.CEL.SETS,350569,5706.0
Malawi,MWI,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Malaysia,MYS,Mobile cellular subscriptions,IT.CEL.SETS,350569,571720.0
North America,NAC,Mobile cellular subscriptions,IT.CEL.SETS,350569,26005327.0
Namibia,NAM,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
New Caledonia,NCL,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Niger,NER,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Nigeria,NGA,Mobile cellular subscriptions,IT.CEL.SETS,350569,12800.0
Nicaragua,NIC,Mobile cellular subscriptions,IT.CEL.SETS,350569,2183.0
Netherlands,NLD,Mobile cellular subscriptions,IT.CEL.SETS,350569,321000.0
Norway,NOR,Mobile cellular subscriptions,IT.CEL.SETS,350569,588478.0
Nepal,NPL,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Nauru,NRU,Mobile cellular subscriptions,IT.CEL.SETS,350569,450.0
New Zealand,NZL,Mobile cellular subscriptions,IT.CEL.SETS,350569,239200.0
OECD members,OED,Mobile cellular subscriptions,IT.CEL.SETS,350569,48721918.0
Oman,OMN,Mobile cellular subscriptions,IT.CEL.SETS,350569,6751.0
Other small states,OSS,Mobile cellular subscriptions,IT.CEL.SETS,350569,121828.0
Pakistan,PAK,Mobile cellular subscriptions,IT.CEL.SETS,350569,24662.0
Panama,PAN,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Peru,PER,Mobile cellular subscriptions,IT.CEL.SETS,350569,52200.0
Philippines,PHL,Mobile cellular subscriptions,IT.CEL.SETS,350569,171903.0
Papua New Guinea,PNG,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Poland,POL,Mobile cellular subscriptions,IT.CEL.SETS,350569,38942.0
Pre-demographic dividend,PRE,Mobile cellular subscriptions,IT.CEL.SETS,350569,20985.0
Puerto Rico,PRI,Mobile cellular subscriptions,IT.CEL.SETS,350569,175000.0
"Korea, Dem. People's Rep.",PRK,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Portugal,PRT,Mobile cellular subscriptions,IT.CEL.SETS,350569,173508.0
Paraguay,PRY,Mobile cellular subscriptions,IT.CEL.SETS,350569,7660.0
West Bank and Gaza,PSE,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Pacific island small states,PSS,Mobile cellular subscriptions,IT.CEL.SETS,350569,2038.0
Post-demographic dividend,PST,Mobile cellular subscriptions,IT.CEL.SETS,350569,48246516.0
French Polynesia,PYF,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Qatar,QAT,Mobile cellular subscriptions,IT.CEL.SETS,350569,11533.0
Romania,ROU,Mobile cellular subscriptions,IT.CEL.SETS,350569,2775.0
Russian Federation,RUS,Mobile cellular subscriptions,IT.CEL.SETS,350569,27744.0
Rwanda,RWA,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
South Asia,SAS,Mobile cellular subscriptions,IT.CEL.SETS,350569,54948.0
Saudi Arabia,SAU,Mobile cellular subscriptions,IT.CEL.SETS,350569,15959.0
Sudan,SDN,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Senegal,SEN,Mobile cellular subscriptions,IT.CEL.SETS,350569,98.0
Singapore,SGP,Mobile cellular subscriptions,IT.CEL.SETS,350569,235630.0
Solomon Islands,SLB,Mobile cellular subscriptions,IT.CEL.SETS,350569,144.0
Sierra Leone,SLE,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
El Salvador,SLV,Mobile cellular subscriptions,IT.CEL.SETS,350569,4868.0
San Marino,SMR,Mobile cellular subscriptions,IT.CEL.SETS,350569,1900.0
Somalia,SOM,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Sub-Saharan Africa (excluding high income),SSA,Mobile cellular subscriptions,IT.CEL.SETS,350569,372608.0
Sub-Saharan Africa,SSF,Mobile cellular subscriptions,IT.CEL.SETS,350569,372608.0
Small states,SST,Mobile cellular subscriptions,IT.CEL.SETS,350569,160027.0
Sao Tome and Principe,STP,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Suriname,SUR,Mobile cellular subscriptions,IT.CEL.SETS,350569,1382.0
Slovak Republic,SVK,Mobile cellular subscriptions,IT.CEL.SETS,350569,5946.0
Slovenia,SVN,Mobile cellular subscriptions,IT.CEL.SETS,350569,16332.0
Sweden,SWE,Mobile cellular subscriptions,IT.CEL.SETS,350569,1381000.0
Eswatini,SWZ,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Seychelles,SYC,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Syrian Arab Republic,SYR,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Turks and Caicos Islands,TCA,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Chad,TCD,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Mobile cellular subscriptions,IT.CEL.SETS,350569,3154252.0
Europe & Central Asia (IDA & IBRD countries),TEC,Mobile cellular subscriptions,IT.CEL.SETS,350569,280930.0
Togo,TGO,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Thailand,THA,Mobile cellular subscriptions,IT.CEL.SETS,350569,737283.0
Tajikistan,TJK,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Turkmenistan,TKM,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Mobile cellular subscriptions,IT.CEL.SETS,350569,2074262.0
Middle East & North Africa (IDA & IBRD countries),TMN,Mobile cellular subscriptions,IT.CEL.SETS,350569,44059.0
Tonga,TON,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
South Asia (IDA & IBRD),TSA,Mobile cellular subscriptions,IT.CEL.SETS,350569,54948.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Mobile cellular subscriptions,IT.CEL.SETS,350569,372608.0
Trinidad and Tobago,TTO,Mobile cellular subscriptions,IT.CEL.SETS,350569,2599.0
Tunisia,TUN,Mobile cellular subscriptions,IT.CEL.SETS,350569,2709.0
Turkiye,TUR,Mobile cellular subscriptions,IT.CEL.SETS,350569,174779.0
Tuvalu,TUV,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Tanzania,TZA,Mobile cellular subscriptions,IT.CEL.SETS,350569,371.0
Uganda,UGA,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Ukraine,UKR,Mobile cellular subscriptions,IT.CEL.SETS,350569,5000.0
Upper middle income,UMC,Mobile cellular subscriptions,IT.CEL.SETS,350569,5140150.0
Uruguay,URY,Mobile cellular subscriptions,IT.CEL.SETS,350569,6825.0
United States,USA,Mobile cellular subscriptions,IT.CEL.SETS,350569,24134421.0
Uzbekistan,UZB,Mobile cellular subscriptions,IT.CEL.SETS,350569,902.0
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions,IT.CEL.SETS,350569,150.0
"Venezuela, RB",VEN,Mobile cellular subscriptions,IT.CEL.SETS,350569,319000.0
Viet Nam,VNM,Mobile cellular subscriptions,IT.CEL.SETS,350569,12500.0
Vanuatu,VUT,Mobile cellular subscriptions,IT.CEL.SETS,350569,64.0
World,WLD,Mobile cellular subscriptions,IT.CEL.SETS,350569,55511640.0
Samoa,WSM,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
"Yemen, Rep.",YEM,Mobile cellular subscriptions,IT.CEL.SETS,350569,8191.0
South Africa,ZAF,Mobile cellular subscriptions,IT.CEL.SETS,350569,340000.0
Zambia,ZMB,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Zimbabwe,ZWE,Mobile cellular subscriptions,IT.CEL.SETS,350569,0.0
Afghanistan,AFG,Mobile cellular subscriptions,IT.CEL.SETS,572098,0.0
